Product ID,Name,Price,Available,Product SKU,UPC code,Categories,Manufacturer name,Manufacturer code,Location name,Location code,Lock product,Lock fields,Meta keywords,Meta title,Meta description,Priority,Rating,Reviews Count,Date added,Call for price,Is taxable,Tax class name,Tax class ID,Tax rate on product level,Cost,Sale price,Price level 1,Price level 2,Price level 3,Free shipping,Weight,Inter pack,Case pack,Min order,Max order,On home page,Is hotdeal,Dollar Days Product,Doba Product,Default Product URL,Custom Product URL,Is digital,Digital product file,Track inventory,Stock,Stock warning,Inventory rule,Overview,Description,Image URL,Image Location,Image zooming option,Image alt text,Attribute type 1,Attribute name 1,Attribute caption 1,Attribute options 1,Attribute priority 1,Attribute type 2,Attribute name 2,Attribute caption 2,Attribute options 2,Attribute priority 2,Attribute type 3,Attribute name 3,Attribute caption 3,Attribute options 3,Attribute priority 3
"ada01","ADA Argentinian Black Leather Wrap Belt","82.00000","Yes","","","BELTS","ADA","ADA","","","No","","","","","215","0.000","0","2011-11-03 13:33:05","No","Yes","Regular","Regular","-1.00000","82.00000","82.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","shoes-accessories/belts/ada-argentinian-black-leather-wrap-belt/","","No","","Yes","0","0","OutOfStock","","<p>  <p>Timeless piece that functions with every style in your wardrobe.</p>  <p>&nbsp;</p>  <p>- Style#01</p>  <p>- 3” wide at widest central part</p>  <p>- Non-bulky, thin leather</p>  <p>- Genuine Argentinian leather</p>  <p>&nbsp;</p>  <p>This style runs true to size.</p>","","Local","global","","select","Size","Size","One Size","1","select","Color","Color","Black","1"
"ada03","ADA Adrienne Croco Belt in Taupe","115.00000","Yes","","","BELTS","ADA","ADA","","","No","","","","","211","0.000","0","2011-11-03 13:33:05","No","Yes","Regular","Regular","-1.00000","115.00000","115.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","shoes-accessories/belts/ada-adrienne-croco-belt-in-taupe/","","No","","No","0","0","OutOfStock","","<p>  <p>Timeless piece that functions with every style in your wardrobe.</p>  <p>&nbsp;</p>  <p>- Style#03</p>  <p>- 3” wide</p>  <p>- Soft, patent sued leather</p>  <p>- Snakeskin design</p>  <p>- Gold hardware buckle in center</p>  <p>&nbsp;</p>  <p>This style runs true to size.</p>","","Local","global","","select","Size","Size","S||L","1","select","Color","Color","Taupe","1"
"ada05","ADA Lauren Croco Belt in Burgundy","99.00000","Yes","","","BELTS","ADA","ADA","","","No","","","","","215","0.000","0","2011-11-03 13:33:05","No","Yes","Regular","Regular","-1.00000","99.00000","99.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","shoes-accessories/belts/ada-lauren-croco-belt-in-burgundy/","","No","","No","0","0","OutOfStock","","<p>  <p>Timeless piece that functions with every style in your wardrobe.</p>  <p>&nbsp;</p>  <p>- Style#05</p>  <p>- 3” wide</p>  <p>- Embossed leather</p>  <p>- Gold hardware buckle in center</p>  <p>&nbsp;</p>  <p>This style runs true to size.</p>","","Local","global","","select","Size","Size","SM||ML","1","select","Color","Color","Burgundy","1"
"ada08","ADA Soga Leather Black Belt","70.00000","Yes","","","BELTS","ADA","ADA","","","No","","","","","210","0.000","0","2011-11-03 13:33:05","No","Yes","Regular","Regular","-1.00000","70.00000","70.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","shoes-accessories/belts/ada-soga-leather-black-belt/","","No","","No","0","0","OutOfStock","ADA Genuine Argentinean Leather rope belt with tassel detailing","<p>  <p>Genuine Argentinean Leather rope belt with tassel detailing</p>  <p>&nbsp;</p>  <p>- Style#08</p>  <p>- Adjustable length</p>  <p>- Tie to desired look</p>  <p>&nbsp;</p>  <p> Can be wron high waist or low on hips</p>","","Local","global","","select","Size","Size","One Size","1","select","Color","Color","Black","1"
"ada38","ADA Argentinian Grey Leather Wrap Belt","82.00000","Yes","","","BELTS","ADA","ADA","","","No","","","","","215","0.000","0","2011-11-03 13:33:05","No","Yes","Regular","Regular","-1.00000","82.00000","82.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","shoes-accessories/belts/ada-argentinian-grey-leather-wrap-belt/","","No","","No","0","0","OutOfStock","ADA Timeless piece that functions with every style in your wardrobe.","<p>  <p>Timeless piece that functions with every style in your wardrobe.</p>  <p>&nbsp;</p>  <p>- Style#38</p>  <p>- 3” wide at widest central part</p>  <p>- Non-bulky, thin leather</p>  <p>- Genuine Argentinian leather</p>  <p>&nbsp;</p>  <p>This style runs true to size.</p>","","Local","global","","select","Color","Color","Grey","1","select","Size","Size","One Size","1"
"ada56","ADA Argentinian Metalic Leather Wrap Belt","82.00000","Yes","","","BELTS","ADA","ADA","","","No","","","","","215","0.000","0","2011-11-03 13:33:05","No","Yes","Regular","Regular","-1.00000","82.00000","82.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","shoes-accessories/belts/ada-argentinian-metalic-leather-wrap-belt/","","No","","No","0","0","OutOfStock","","<p>  <p>Timeless piece that functions with every style in your wardrobe.</p>  <p>&nbsp;</p>  <p>- Style#56</p>  <p>- 3” wide at widest central part</p>  <p>- Non-bulky, thin leather</p>  <p>- Genuine Argentinian leather</p>  <p>&nbsp;</p>  <p>This style runs true to size.</p>","","Local","global","","select","Size","Size","One Size","1","select","Color","Color","Midnight Bronze Black","1"
"al8329","Alcee Dana Dress","230.00000","Yes","","","DRESSES||SALE","Alcee","Alcee","","","No","","","","","2800","0.000","0","2012-03-09 13:11:44","No","Yes","Regular","Regular","-1.00000","0.00000","190.00000","0.00000","0.00000","0.00000","No","0.00","0","0","1","0","No","No","No","No","summer-office/dresses/alcee-dana-dress/","","No","","No","0","0","Hide","","<p>  <p>A very versatile dress, romantic with a sporty edge. Wear alone as a dress with sandals or pair with a skinny crop pant and heal for a killer night look. </p>  <p>&nbsp;</p>  <p>- Style# m3645</p>  <p>- V neckline</p>  <p>- Wide short sleeves</p>  <p>- Relaxed elastic nipping at waist</p>  <p>- Silk; dry clean only</p>  <p>&nbsp;</p>  <p>Imported </p>","","Local","global","","select","Color","Color","Ivory/Coral Stripe","5","select","Size","Size","XS ||M ||L","5"
"am1011102","Amulette Joie Babydoll Chemise in Fig","199.00000","Yes","","","BEDROOM TIME","Amulette","Amulette","","","No","","","","","530","0.000","0","2011-11-29 11:21:14","No","Yes","Regular","Regular","-1.00000","0.00000","199.00000","0.00000","0.00000","0.00000","No","0.25","0","0","1","0","No","No","No","No","lingerie/lounge/bedroom-time/amulette-joie-babydoll-chemise-in-fig/","","No","","No","0","0","","Be romanticized in this dainty Babydoll Chemise by Amulette","<p>  <p> Be romanticized in this dainty Babydoll Chemise by Amulette</p>  <p>&nbsp;</p>  <p>- Style #1011102</p>  <p>- Lace bralette extends into chemise in front</p>  <p>- Adjustable straps</p>  <p>- Open back for sexy appeal</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Size","Size","S||M","0","select","Color","Color","Fig","0"
"am1111106","Amulette Joie Bralette in Garden Print","89.00000","Yes","","","FASHION BRAS||OUR FAVORITES","Amulette","Amulette","","","No","","","","","2500","0.000","0","2011-11-29 11:21:14","No","Yes","Regular","Regular","-1.00000","0.00000","89.00000","0.00000","0.00000","0.00000","No","0.25","0","0","1","0","No","No","No","No","lingerie/bras/fashion-bras/amulette-joie-bralette-in-garden-print/","","No","","No","0","0","OutOfStock","Amulette  This print silk-chiffon bralette features lace trim, a logo tag, and a ribbon bow between the cups","<p>  <p> This print silk-chiffon bralette features lace trim, a logo tag, and a ribbon bow between the cups</p>  <p>&nbsp;</p>  <p>- Style #1111106</p>  <p>- Double hook-and-eye closure</p>  <p>- Adjustable straps</p>  <p>- Bottoms sold separately</p>  <p>&nbsp;</p>  <p>  Bottoms sold separately</p>","","Local","global","","select","Size","Size","S","1","select","Color","Color","Garden","1"
"am1111108","Amulette Joie Bralette in Fig","95.00000","No","","","FASHION BRAS||OUR FAVORITES","Amulette","Amulette","","","No","","","","","2500","0.000","0","2011-11-29 11:21:14","No","Yes","Regular","Regular","-1.00000","0.00000","95.00000","0.00000","0.00000","0.00000","No","0.25","0","0","1","0","No","No","No","No","lingerie/bras/fashion-bras/amulette-joie-bralette-in-fig/","","No","","No","0","0","OutOfStock","Sizzle in this gorgeous sheer bralette by Amulette","<p>  <p> Sizzle in this gorgeous sheer bralette by Amulette</p>  <p>&nbsp;</p>  <p>- Style #1111108</p>  <p>- Lace detail on edges of cups</p>  <p>- Adjustable straps</p>  <p>- Hook-and-eye closure in back</p>  <p>&nbsp;</p>  <p> Panties sold separately</p>","","Local","global","","select","Size","Size","S","1","select","Color","Color","Fig","1"
"am1224","Avenue Montaigne Pull On Skirt in Black","150.00000","Yes","","","SKIRTS","Avenue Montaigne","Avenue Montaigne","","","No","","","","","455","0.000","0","2011-10-05 15:04:53","No","Yes","Regular","Regular","-1.00000","0.00000","150.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","summer-office/skirts/avenue-montaigne-pull-on-skirt-in-black/","","No","","No","0","0","OutOfStock","Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand","<p>  <p> Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand</p>  <p>&nbsp;</p>  <p>- 1224</p>  <p>- Pull-on (non-zipper closure)</p>  <p>- Stretch-like fabric</p>  <p>- Falls a little above knee length</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Color","Color","Black","1","select","Size","Size","2 ||4 ||8 ||","1"
"am1226blk","Avenue Montaigne Dania Trousers","250.00000","Yes","","","PANTS||SALE","Avenue Montaigne","Avenue Montaigne","","","No","","","","","435","0.000","0","2011-10-05 15:04:53","No","Yes","Regular","Regular","-1.00000","0.00000","175.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","summer-office/pants/avenue-montaigne-dania-trousers/","","No","","No","0","0","OutOfStock","Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand","<p>  <p> Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand</p>  <p>&nbsp;</p>  <p>- 1226blk</p>  <p>- Wide-leg trousers</p>  <p>- Belt loops surround waist</p>  <p>- Comfortable and roomy</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Color","Color","Black","1","select","Size","Size","6 ||8 ||12","1"
"am1226tpe","Avenue Montaigne Dania Trousers in Taupe","250.00000","Yes","","","PANTS||SALE","Avenue Montaigne","Avenue Montaigne","","","No","","","","","435","0.000","0","2011-10-05 15:04:53","No","Yes","Regular","Regular","-1.00000","0.00000","175.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","summer-office/pants/avenue-montaigne-dania-trousers-in-taupe/","","No","","No","0","0","OutOfStock","Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand","<p>  <p> Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand</p>  <p>&nbsp;</p>  <p>- am1226blk</p>  <p>- Wide-leg trousers</p>  <p>- Belt loops surround waist</p>  <p>- Comfortable and roomy</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Color","Color","Taupe","1","select","Size","Size","2 ||4 ||","1"
"am1252blk","Avenue Montaigne Capuchino Pants","260.00000","Yes","","","PANTS||SALE","Avenue Montaigne","Avenue Montaigne","","","No","","","","","435","0.000","0","2011-10-05 15:04:53","No","Yes","Regular","Regular","-1.00000","0.00000","180.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","summer-office/pants/avenue-montaigne-capuchino-pants/","","No","","No","0","0","OutOfStock","Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand","<p>  <p> Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand</p>  <p>&nbsp;</p>  <p>- 1252</p>  <p>- Boot-cut pants</p>  <p>- Belt loops surround waist</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Color","Color","Black","1","select","Size","Size","0 ||2 ||4 ||6 ||8","1"
"am1252bwn","Avenue Montaigne Pull On Skirt in Brown","160.00000","Yes","","","SKIRTS","Avenue Montaigne","Avenue Montaigne","","","No","","","","","455","0.000","0","2011-10-05 15:04:53","No","Yes","Regular","Regular","-1.00000","0.00000","160.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","summer-office/skirts/avenue-montaigne-pull-on-skirt-in-brown/","","No","","No","0","0","OutOfStock","Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand","<p>  <p> Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand</p>  <p>&nbsp;</p>  <p>- 1252</p>  <p>- Pull-on (non-zipper closure)</p>  <p>- Stretch-like fabric</p>  <p>- Falls a little above knee length</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Color","Color","Brown","1","select","Size","Size","10 ||12","1"
"am1252cml","Avenue Montaigne Capuchino Pants in Camel","260.00000","Yes","","","PANTS||SALE","Avenue Montaigne","Avenue Montaigne","","","No","","","","","435","0.000","0","2011-10-05 15:04:53","No","Yes","Regular","Regular","-1.00000","0.00000","180.00000","0.00000","0.00000","0.00000","No","0.50","0","0","1","0","No","No","No","No","summer-office/pants/avenue-montaigne-capuchino-pants-in-camel/","","No","","No","0","0","OutOfStock","Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand","<p>  <p> Exquisite fabrics and expert tailoring make Avenue Montaigne such an amazing brand</p>  <p>&nbsp;</p>  <p>- 1252</p>  <p>- Boot-cut pants</p>  <p>- Belt loops surround waist</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Color","Color","Camel","1","select","Size","Size","2 ||4 ||6 ||8","1"
"am1711163","Amulette Joie Thong Boy in Fig","74.00000","Yes","","","THONGS","Amulette","Amulette","","","No","","","","","1950","0.000","0","2011-11-29 11:21:14","No","Yes","Regular","Regular","-1.00000","0.00000","74.00000","0.00000","0.00000","0.00000","No","0.25","0","0","1","0","No","No","No","No","lingerie/panties/thongs/amulette-joie-thong-boy-in-fig/","","No","","No","0","0","OutOfStock","Silky and light-- The Joie Thong Boy when paired with the the Bralette, is a match-made in heaven","<p>  <p> Silky and light-- The Joie Thong Boy when paired with the the Bralette, is a match-made in heaven</p>  <p>&nbsp;</p>  <p>- Style #1711163</p>  <p>-French knicker style in front</p>  <p>- lace slits in front for sexy look</p>  <p>- Provides minimal coverage</p>  <p>&nbsp;</p>  <p> This style fits true to size</p>","","Local","global","","select","Size","Size","S","1","select","Color","Color","Fig","1"
"am1811107","Amulette Joie Hip Hugger in Garden","84.00000","Yes","","","BIKINI BRIEFS","Amulette","Amulette","","","No","","","","","1800","0.000","0","2011-11-29 11:21:14","No","Yes","Regular","Regular","-1.00000","0.00000","84.00000","0.00000","0.00000","0.00000","No","0.25","0","0","1","0","No","No","No","No","lingerie/panties/bikini-briefs/amulette-joie-hip-hugger-in-garden/","","No","","No","0","0","","These Amulette print silk-chiffon briefs feature a lace inset, a logo tag, and a ribbon bow at the front.","<p>  <p> These Amulette print silk-chiffon briefs feature a lace inset, a logo tag, and a ribbon bow at the front.</p>  <p>&nbsp;</p>  <p>- Style #1811107</p>  <p>- Ruching at back</p>  <p>- Elastic banding at edges</p>  <p>- Sheer</p>  <p>&nbsp;</p>  <p> Provides moderate rear coverage</p>","","Local","global","","select","Size","Size","S||M","0","select","Color","Color","Garden","0"
